stock_code,EPS,Beta,PE_Ratio,ROE,ROA,Gross_margin,Operating_margin,Trailing_PE_Ratio,PB_Ratio,Revenue_per_share,Normalized_ROE,Normalized_EPS,Normalized_Gross_margin,Normalized_Revenue_per_share,Normalized_PB_Ratio,Normalized_PE_Ratio,Normalized_Operating_margin,Buffet_Score,Graham_Score,OShaughnessy_Score,Lynch_Score,Murphy_Score
2201.TW,4.01,1.046,11.578073,0.094790004,0.01387,0.34771,0.093839996,17.381544,1.1997589,81.348,0.15597233422369985,0.02586935326616835,0.4456938498306426,0.059400064873790986,0.01608362989361284,0.5255645651132337,0.9525633574177619,0.13079414889039231,0.23584714696166986,0.16856240859251886,0.3536899355521798,0.6546064134787154
2207.TW,42.5,0.9,14.112726,0.31234,0.048839998,0.20892,0.14222,15.082353,5.4336767,505.91,0.4168455535900695,0.27604809879753006,0.3263785010574096,0.37238809271054496,0.1037681032790294,0.5271713181424539,0.9569548326192723,0.3015254467257742,0.30986790933941477,0.3556547198711028,0.4101607702738671,0.8171507892424196
2231.TW,2.73,0.907,18.90625,0.05826,0.01898,0.38221002,0.07419,44.322346,3.9073853,29.933,0.11216769197058597,0.017549561260968478,0.4753529169030794,0.021496815286624203,0.0721585954983894,0.5302100020205388,0.950779718248493,0.10913526402324716,0.260683013200805,0.15987627139446242,0.34404117891228236,0.626698767384579
2236.TW,2.5,0.842,18.013391,0.06911,0.0364,0.31639,-0.00897,32.28,2.507613,37.681,0.1251783767886409,0.016054598635034126,0.4187685906363371,0.027208657702288273,0.04316929934696356,0.5296440058455529,0.9432312468230338,0.10706412259091468,0.24780198475045895,0.16014000209019377,0.343564623902393,0.630247476282551
2239.TW,2.2,0.963,6.989529,0.021389998,0.0115600005,0.13354999,0.02589,24.272728,0.5305567,202.551,0.06795534402007401,0.014104647383815408,0.2615842145080037,0.14875117952347253,0.002224446681467762,0.5226558210083365,0.9463955050468374,0.0887527843878421,0.22697923684299734,0.15110158346884547,0.3599932555252994,0.5970150993145935
2303.TW,4.37,1.188,12.570806,0.15123,0.06138,0.33827,0.21291,13.203662,1.9129397,17.999,0.22365187331017736,0.028209294767630812,0.4375784460377229,0.01269904458598726,0.030853610283073887,0.5261938728547497,0.9633713964127513,0.14027157997752002,0.24278165949516564,0.17730154926093825,0.3408729749684915,0.7024496641288032
2308.TW,12.37,1.115,23.482527,0.15441,0.05554,0.29673,0.081,30.962006,4.7125697,153.863,0.22746514314625244,0.08020799480013,0.4018672306184557,0.11285828025477708,0.08883397122064661,0.5331109698975226,0.9513978650787887,0.16154597921654407,0.2780273242201859,0.21261065669962553,0.3598049916042872,0.6977618930055152
2313.TW,4.01,0.903,10.6887045,0.12758,0.042940002,0.15032,0.06039,19.35162,2.3501618,58.012,0.19529217783119127,0.02586935326616835,0.27600110039373466,0.04219671502712904,0.0399084836655864,0.525000781616452,0.9495270859051629,0.10957788953733374,0.2458168416816171,0.1725335709410045,0.3334696774747008,0.676935657455236
2328.TW,2.17,0.859,19.396137,0.08842,0.03415,0.1205,0.036,18.502304,1.5803354,46.709,0.148333798340405,0.013909652258693533,0.2503653651072024,0.03386411889596603,0.023965372421860545,0.5305205484429586,0.9473131943940163,0.0889395287577244,0.23964035499042877,0.16142445483784437,0.33432669752221034,0.6468416676127451
2331.TW,1.86,0.913,-176.8421,0.08884,0.01313,0.16941999,-0.04058,18.064516,1.4959261,33.662,0.1488374377527168,0.011894702632434192,0.292421029555888,0.024245842179759378,0.02221725510618388,0.40612230467997573,0.9403619925931304,0.09383835586495871,0.18528608833052285,0.12806159660840774,0.2630900827080314,0.6430715340836148
2340.TW,0.46,0.955,76.63637,0.02296,0.0007,0.22795,-0.10840999,91.63044,2.2434533,9.358,0.06983799850723676,0.002794930126746832,0.34273826103402627,0.006328880632224581,0.03769854972963523,0.5668059562546071,0.9342050332219881,0.07257623294421901,0.25949002677995836,0.15549838743501043,0.35484106842691016,0.5910161741793003
2352.TW,1.48,0.875,14.60076,0.06324,0.01437,0.16291,0.01976,25.945946,2.0701926,102.355,0.1181394164308545,0.009424764380890478,0.28682450439297813,0.07488647086577024,0.03411031916977678,0.5274806899214952,0.9458390821291118,0.09050840386122923,0.2420447053265484,0.1546210340176599,0.34408324301138676,0.6274614635487628
2355.TW,2.62,1.064,13.010899,0.064330004,0.030050002,0.14739001,0.07515,18.225191,1.1465962,42.468,0.11944648541651524,0.016834579135521614,0.27348223895737694,0.030737644491625388,0.014982629927754528,0.5264728541436633,0.9508668578897682,0.0857925781922464,0.2344734818314757,0.15921761215774463,0.33397419651674076,0.6312132570671232
2367.TW,0.49,0.806,13.210332,0.0319,0.00524,0.12441,0.061739996,73.06122,2.3234682,23.396,0.08055832314073086,0.0029899252518687035,0.2537267240934647,0.016677724699221515,0.039355658984209514,0.5265992775936884,0.9496496256626242,0.06289532338276847,0.2429955461357791,0.1463596322207246,0.32667237682327094,0.606652764088724
2376.TW,8.92,0.801,16.090769,0.15074,0.0473,0.11752,0.05579,34.977577,4.9983177,257.843,0.2230642939958136,0.057783555411114726,0.24780351094375958,0.18951256192498234,0.09475181471324724,0.5284252280789137,0.9491095417907195,0.14060372616485323,0.2753509506089684,0.19665519279102514,0.3624196736694742,0.6937205042010272
2379.TW,20.22,1.057,16.364698,0.21922001,0.048070002,0.44779998,0.10706,27.695353,6.036174,197.279,0.30518151302320984,0.13123171920701984,0.5317394645896736,0.14486464968152868,0.11624582744897792,0.5285988756158907,0.9537633432575702,0.22188854783813944,0.29513345240828587,0.2520841991199863,0.3721765463263833,0.7468056336093745
2383.TW,13.91,1.024,14.842726,0.30528998,0.10795999,0.28819,0.19653,32.566498,6.005011,138.428,0.4083915823291493,0.09021774455638609,0.3945255411702,0.10147956475583865,0.11560044145586541,0.5276340756525867,0.9618845762834942,0.20971726011509018,0.28858242972979015,0.23651518369334298,0.35060690225620905,0.8148595876473888
2387.TW,7.5,0.843,6.670379,0.13548,0.0548,0.15755999,0.05277,7.9866667,1.185763,115.557,0.2047653953484847,0.04855378615534612,0.2822251938584275,0.08461901391837698,0.015793774686443968,0.5224535072283928,0.9488354150025414,0.12921832868018854,0.237631121070298,0.18731743959103567,0.3449664643155976,0.682338761951182
2392.TW,5.2,0.947,16.531916,0.090050004,0.01785,0.12821999,0.0014300001,14.942307,1.4901042,194.477,0.1502884037133238,0.0336041598960026,0.25700210622238273,0.1427990092002831,0.022096683508028965,0.5287048775136022,0.9441752596125915,0.11408069953249378,0.24087558350300986,0.17370551558430208,0.359714482914504,0.6461988914976788
2393.TW,3.91,0.841,16.13497,0.0923,0.04201,0.28962,0.10946,20.179028,1.7980038,41.2,0.15298646719699976,0.025219369515762112,0.3957548872956105,0.02980287213965558,0.028473286823657906,0.528453247729195,0.953981192360758,0.11581057936291764,0.24230256061315517,0.16858189538551738,0.3431728512385238,0.653607465362493
2421.TW,5.16,0.929,14.259029,0.20994,0.07374,0.27808002,0.08984,22.189922,4.081269,48.862,0.29405346830262014,0.033344166395840105,0.3858341672254604,0.03545131516867186,0.07575972839350789,0.5272640617205429,0.9522002759421972,0.15250741750246866,0.2632208778208477,0.1882199392678507,0.33818943620165015,0.739064708686048
2428.TW,10.43,1.09,14.59797,0.13814999,0.0704,0.39441,0.23669,17.92905,2.4101355,54.01,0.20796709104962374,0.06759831004224895,0.48584102749264974,0.03924643194149564,0.0411505394989507,0.5274789213003264,0.9655299179435044,0.1586520117103929,0.2533743854036075,0.20108208330168245,0.3506455207064989,0.6940983760808777
2436.TW,1.43,1.007,58.72727,0.06934,0.009380001,0.28135002,-0.0018000001,45.174828,3.1836774,16.884,0.1254541793239545,0.009099772505687359,0.38864532934440604,0.011877064166076905,0.05717059877904692,0.5554531199193742,0.9438820710097304,0.09639623301718236,0.263870883325206,0.16240514853651522,0.35116665207936204,0.6307985020299587
2454.TW,57.51,1.196,20.974098,0.25763,0.088920005,0.49094,0.24112,25.908539,6.428953,296.841,0.35124052442916764,0.37361065973350666,0.5688261893708844,0.21826197216324605,0.12438028385525264,0.5315208406394609,0.9659320310798053,0.3245063152442176,0.3345081852343523,0.41205670629515034,0.39330821277202965,0.7821896054175953
2478.TW,2.89,0.982,7.6689653,0.06288,0.0294,0.20445,0.08243,19.238752,1.1992321,31.493,0.11770772550601581,0.018589535261618464,0.3225357198122453,0.022646850672328377,0.016072719861165007,0.5230865254610514,0.9515276668361048,0.0922778522699281,0.23374009713398722,0.1592787823487204,0.33384930898926923,0.6305348121797152
2489.TW,0.65,0.911,205.0,0.03325,-0.00382,0.0916,-0.027609998,31.538464,1.1122565,23.278,0.08217716410887596,0.004029899252518687,0.2255205378174378,0.016590734843123376,0.014271454450820802,0.648177509419556,0.9415392856364824,0.06161371334317768,0.2845014985180284,0.17859524558912498,0.3978143043048689,0.6028862898430506
2497.TW,2.01,1.051,15.962567,0.11517,0.03528,0.23833,0.03561,29.701492,3.2605135,31.49,0.18041083233883534,0.012869678258043547,0.35166176647581715,0.022644639065817408,0.058761875058782255,0.5283439589853328,0.9472777939147483,0.10860876470031508,0.2534726374943821,0.16355824380216127,0.3348379172252251,0.6664905318593481
2605.TW,1.13,1.01,15.098522,0.044159997,0.02023,0.23093,0.27677,27.123894,1.0808238,7.453,0.09525979381697962,0.007149821254468639,0.3453001151974691,0.004924510497758905,0.013620482968431184,0.5277962284197948,0.9691679979667416,0.08358699280260574,0.23307291195825722,0.15085790235256727,0.33445391406721414,0.6271210867754559
2606.TW,3.82,0.88,14.120604,0.08935001,0.02498,0.25816,0.2306,14.712043,1.2583686,18.181,0.14944901188765286,0.024634384140396492,0.3687092725365795,0.012833215380986081,0.017297437275460743,0.5271763121200769,0.9649771258441652,0.108703262797823,0.23688170248459006,0.16750905566268567,0.3374313113090626,0.6578907115348648
2612.TW,1.43,1.065,12.292747,0.0239,0.01049,0.21169001,0.10836001,33.18182,0.7774101,20.767,0.0709651914776489,0.009099772505687359,0.3287598304705903,0.01473962019344185,0.0073367826796771705,0.5260176072513113,0.9538813457628348,0.07689563540512533,0.22989604901548436,0.14909695858684638,0.33507461859131044,0.6032534291077257
2617.TW,4.45,0.853,12.031746,0.11512999,0.03463,0.38502,0.38337,8.516854,0.95830494,9.782,0.18036285468910537,0.028729281767955805,0.47776860782998914,0.006641454352441613,0.01108311634339147,0.5258521549596645,0.978844128966669,0.13568676389425655,0.23423587164513068,0.1730121549982185,0.34443862382627416,0.6849842373730007
2618.TW,4.03,0.934,13.813868,0.22591999,0.05623,0.21393,0.12818,9.392058,2.043626,38.559,0.3132157368082118,0.0259993500162496,0.33068551090937226,0.027855921207832035,0.03356012465947217,0.526981867753463,0.9556804153656233,0.14981207246302408,0.24396360506550607,0.18547469004489026,0.33620103660130163,0.7528571575473432
2636.TW,10.82,1.111,10.371517,0.17837,0.02935,0.18636999,0.046230003,9.288355,1.5848485,116.172,0.25619657247718297,0.07013324666883329,0.30699264971372575,0.08507239325312574,0.02405883876096513,0.5247997118935134,0.9482417764686659,0.15336141845602339,0.24526281575948575,0.20705442484850234,0.3475480264376499,0.7135280126748218
2637.TW,4.21,1.002,9.150327,0.102819994,0.031070001,0.26236,0.3082,16.627079,34.51676,0.773,0.1656014281391038,0.02716932076698083,0.37231993947834463,0.0,0.7060790039735829,0.5240255819705009,0.972020913513906,0.04447312970380654,0.5311053214732359,0.17000113467771133,0.2623184547157632,0.6719286677848585
2923.TW,0.47,0.834,53.333332,0.016280001,0.034879997,0.58178,0.56363,68.085106,1.1052014,7.063,0.06182773476770477,0.0028599285017874556,0.6469197572256323,0.004637001651332861,0.014125343270253844,0.5520338249622634,0.9952064120252704,0.12107384794992179,0.24306450328736232,0.1508854752735699,0.37225049652479164,0.6218998895359852
3003.TW,3.57,1.005,19.326683,0.09237,0.04718,0.29629,0.12566,21.708683,1.9491953,26.584,0.15307040709905173,0.023009424764380892,0.4014889702721755,0.019027925218211842,0.03160446406518376,0.5304765205523986,0.955451673807276,0.11405438374145556,0.2441959568059258,0.16770556045686588,0.34193815179251363,0.6545218158232481
3008.TW,153.88,0.868,15.442752,0.12922,0.05849,0.48634,0.35009998,16.863789,2.0621243,382.26,0.19725876982212306,1.0,0.5648716493870463,0.28123304435008256,0.033943224608655266,0.5280144407728263,0.9758241939583181,0.4878134229726576,0.383755055382503,0.7940391232519973,0.4150882437623725,0.6935727146696669
3013.TW,1.53,0.924,16.755219,0.09378,0.02392,0.12911001,0.04366,57.71242,5.086699,32.578,0.15476119655466994,0.0097497562560936,0.2577672409346469,0.023446715027129042,0.09658219218245992,0.5288464325002942,0.9480084961150242,0.08183768313813895,0.2694519487080242,0.15901512552923155,0.324038979851089,0.6511909512476198
3014.TW,10.1,0.912,38.828632,0.25685,0.14071,0.54107,0.27304,17.72277,4.2443213,40.152,0.3503051940920171,0.06545336366590836,0.6119220783686663,0.029030284265156876,0.07913654290317575,0.5428390868016829,0.9688294241522037,0.21276157652885525,0.2759320405593607,0.2185860825974925,0.36323779119541294,0.783316251109738
3019.TW,3.07,1.155,25.294119,0.08266,0.0272,0.17527,0.02458,22.410425,1.4944826,65.472,0.14142674354298598,0.019759506012349694,0.2974501813930297,0.04769624321774003,0.02218736020899626,0.5342593641486137,0.9462765957446807,0.09867970194205465,0.2413166994688364,0.1653933791384043,0.34366876589110656,0.6419979855235376
3034.TW,38.5,1.02,14.945587,0.32799998,0.1512,0.41666,0.21059,16.051949,5.215938,182.101,0.4356240848377233,0.25004874878128047,0.504968965457953,0.1336753951403633,0.09925873296363849,0.527699280721422,0.9631608089463364,0.2898142220352525,0.30444617086626186,0.3411956188665286,0.36863691647153807,0.832307451512202
