stock_code,EPS,Beta,PE_Ratio,ROE,ROA,Gross_margin,Operating_margin,Trailing_PE_Ratio,PB_Ratio,Revenue_per_share
2442.TW,2.61,0.654,nan,0.13738,0.0177,0.28948,0.28620002,11.628353,1.7126572,11.017
2443.TW,1.15,0.289,nan,0.39279997,-0.06389,-0.3208,-4.43011,3.104348,1.0650358,0.081
2444.TW,-0.13,0.867,nan,-0.01275,-0.00982,0.107700005,-0.06392,nan,1.393173,16.697
2449.TW,4.89,0.659,16.470589,0.15299,0.061979998,0.33848998,0.21417,22.903887,3.3405912,27.377
2450.TW,2.48,0.499,11.177325,0.10697,0.02647,0.10931,0.01604,15.504032,1.6381918,120.783
2451.TW,3.5,0.381,23.445826,0.1442,0.061869998,0.31906998,0.21858,37.714287,3.1365094,24.751
2453.TW,2.79,0.269,nan,0.135,0.04054,0.25784,0.065960005,22.544804,3.2234921,65.364
2454.TW,57.51,1.196,20.974098,0.25763,0.088920005,0.49094,0.24112,25.908539,6.428953,296.841
2455.TW,1.62,1.515,30.104712,0.19867,0.09916,0.41319,0.23791,106.48148,9.777249,16.966
2457.TW,0.72,1.155,nan,0.03576,0.01164,0.2745,0.00037,70.0,2.2281168,29.844
2458.TW,8.77,0.73,14.279398,0.27679002,0.12559,0.46550998,0.20905,18.41505,5.247766,44.835
2459.TW,5.77,0.314,17.107061,0.1165,0.053039998,0.20888,0.116009995,13.015597,1.5450131,68.274
2460.TW,-1.24,1.009,32.745102,-0.093830004,-0.03367,0.02657,-0.10284001,nan,2.654375,15.911
2461.TW,0.37,0.691,26.648935,-0.03528,-0.00614,0.21043,-0.02849,67.7027,1.459535,35.377
2462.TW,1.85,0.567,10.692771,0.09843001,0.02332,0.15453,0.00352,19.189188,1.6807916,26.025
2464.TW,0.9,0.533,11.856618,0.04479,-0.00437,0.17541,-0.03433,71.66667,3.0196629,40.405
2465.TW,-2.37,1.431,nan,-0.2544,-0.02787,0.14673,-0.08246,nan,11.181965,64.038
2466.TW,-0.05,0.279,nan,-0.00505,-0.02256,0.106979996,-0.46919,nan,3.4071398,5.936
2467.TW,3.43,0.416,nan,0.16128,0.03196,0.43103,0.14345999,41.54519,6.1327252,24.291
2468.TW,1.21,0.659,nan,0.06866,0.02876,0.11691,0.03674,22.809917,1.5379473,33.576
2471.TW,3.65,0.279,nan,0.19237,0.0337,0.3939,-0.1338,15.835616,2.970348,17.09
2472.TW,6.01,1.301,10.744544,0.12748,0.06278,0.28867,0.14934,13.926787,1.8575646,55.123
2474.TW,18.79,0.465,15.9626045,0.07846,0.00485,0.28265,0.07875,12.267162,0.9418658,26.74
2476.TW,4.3,0.929,nan,0.12942,0.04516,0.29680002,0.122609995,24.76744,2.9270306,30.051
2477.TW,0.63,0.486,nan,0.02221,-0.01205,0.15878999,-0.17146999,34.761906,0.8598351,14.985
2478.TW,2.89,0.982,7.6689653,0.06288,0.0294,0.20445,0.08243,19.238752,1.1992321,31.493
2480.TW,7.27,0.256,14.963055,0.28379,0.08048,0.24475999,0.12851,16.712517,4.6313944,68.711
2481.TW,2.27,1.369,14.735517,0.07639,0.01799,0.25686002,0.04832,25.770926,1.6892867,33.377
2482.TW,1.98,0.661,nan,0.118990004,0.04377,0.45449,0.069759995,20.12626,2.256256,13.92
2483.TW,0.48,0.237,nan,0.014359999,-0.00451,0.139,-0.02347,53.541668,1.1120727,16.467
2484.TW,1.33,0.901,nan,0.05177,0.02073,0.2376,0.00874,24.022556,1.2473161,14.184
2485.TW,-0.39,0.495,nan,-0.04877,-0.010980001,0.09810001,-0.14285,nan,1.127022,16.673
2486.TW,0.81,1.381,24.343435,0.041339997,0.00598,0.14207,-0.06871,148.76543,6.197603,23.411
2488.TW,4.58,0.417,nan,0.15049,0.07121,0.2683,0.08592,10.37118,1.4769442,32.266
2489.TW,0.65,0.911,205.0,0.03325,-0.00382,0.0916,-0.027609998,31.538464,1.1122565,23.278
2491.TW,0.27,0.564,nan,0.015269999,-0.05807,0.29127002,-0.77014,56.111107,1.466886,2.467
2492.TW,4.67,1.316,6.9620256,0.05427,0.013839999,0.18789,0.04962,25.910065,1.2081877,68.325
2493.TW,5.84,0.111,nan,0.26539,0.107939996,0.35376,0.23261,16.35274,4.206493,29.565
2495.TW,1.07,0.66,nan,0.057779998,0.01921,0.511,0.10152,26.82243,1.861823,5.085
2496.TW,6.01,0.333,nan,0.14561,0.06449,0.53752,0.17909999,12.212978,1.7594324,41.607
2497.TW,2.01,1.051,15.962567,0.11517,0.03528,0.23833,0.03561,29.701492,3.2605135,31.49
2498.TW,-4.35,0.768,-39.4,-0.14907,-0.060900003,0.41412,-2.0285,nan,1.7668161,4.855
2501.TW,2.22,0.472,27.208334,0.09351,0.02394,0.2547,0.11687,14.707208,1.4017087,16.956
2504.TW,2.97,0.768,14.96795,0.13831,0.06516,0.24476999,0.20914,15.723906,2.16374,17.979
2505.TW,0.72,0.654,104.230774,0.027460001,-0.00059999997,0.41067,-0.085109994,37.63889,1.0239553,1.663
2506.TW,-0.18,0.376,nan,0.00091,0.00096000003,0.27951,-0.00171,nan,0.64487684,4.872
2509.TW,-1.1,0.193,nan,-0.053829998,-0.0058899997,0.33723,-0.39653,nan,1.3034815,1.018
2511.TW,0.34,0.516,20.666666,0.02086,0.00851,0.31584,0.10233,36.470585,0.78545636,4.948
2514.TW,3.76,0.108,nan,0.1029,0.026919998,0.1277,0.09358,6.5425534,0.77472997,63.3
2515.TW,0.41,0.648,nan,0.027290002,0.011820001,0.07898,0.04157,37.439026,1.0397617,12.999
2516.TW,0.72,0.491,nan,0.10857,0.01549,0.03639,0.02229,17.152777,1.7525189,38.194
2520.TW,4.91,0.623,11.104536,0.14724,0.04685,0.31073,0.21858999,11.466395,1.5487881,36.497
2524.TW,1.57,0.31,31.162788,0.03285,0.01717,0.48569,0.35369998,34.140125,1.1045624,8.278
2527.TW,2.63,0.559,nan,0.05781,0.01209,0.311,0.214,17.433458,0.9547707,10.152
2528.TW,-0.35,0.62,nan,-0.026029998,-0.0038400001,0.10524999,-290.88776,nan,3.4763534,0.081
2530.TW,0.85,0.099,nan,0.068909995,0.025610002,0.43513,0.35222998,56.117645,3.9330475,3.223
2534.TW,0.46,0.47,5.2165356,0.01451,0.0075199995,0.48174998,0.25492,57.608696,0.8487061,3.577
2535.TW,3.83,0.319,nan,0.12738,0.02905,0.10873,0.01683,14.62141,1.7074212,47.025
2536.TW,0.95,0.395,26.412214,0.01789,0.010299999,0.28106,0.21011,36.42105,0.98197806,9.715
2537.TW,-0.02,0.573,nan,-0.00090000004,0.0033399998,0.25783002,0.14199,nan,1.5733881,2.714
2538.TW,-0.2,0.469,nan,-0.01096,0.00206,0.70747,-0.23704,nan,1.2997215,0.788
2539.TW,2.15,0.242,nan,0.17603001,0.06669,0.45766997,0.44476002,35.488373,5.5446553,8.258
2540.TW,5.02,0.849,nan,0.20108,0.054229997,0.45193002,0.39712003,36.653385,6.6203723,22.792
2542.TW,1.09,0.231,12.222221,0.14941,0.02859,0.34959,0.18902001,48.440365,2.1103961,21.969
2543.TW,1.99,0.399,nan,0.21263,0.03756,0.095419995,0.058790002,23.542713,4.056628,42.542
2545.TW,4.32,0.567,nan,0.11715999,0.02384,0.41935003,0.33421,13.078703,1.5327853,20.149
2546.TW,9.52,0.445,20.730087,0.21365999,0.058730002,0.10298,0.04425,9.842436,2.5254703,116.17
2547.TW,-0.11,0.477,nan,-0.00088,0.0116,0.39063,0.12857,nan,0.9250694,8.73
2548.TW,7.57,0.226,14.883269,0.11848,0.040900003,0.31089002,-10.40036,20.21136,2.4993875,36.472
2597.TW,11.15,0.572,nan,0.28157,0.081549995,0.16407,0.1094,16.233185,5.0922804,123.645
2601.TW,-2.17,0.675,nan,-0.21683,-0.00782,0.64762,0.05689,nan,0.7316853,6.387
2603.TW,22.15,1.545,20.585268,0.09508,0.02772,0.18108,0.16763,9.209932,0.9265357,140.753
2605.TW,1.13,1.01,15.098522,0.044159997,0.02023,0.23093,0.27677,27.123894,1.0808238,7.453
2606.TW,3.82,0.88,14.120604,0.08935001,0.02498,0.25816,0.2306,14.712043,1.2583686,18.181
2607.TW,2.66,0.655,nan,0.09300999,0.03907,0.23999001,0.13124,12.1616535,1.0410632,16.518
2608.TW,3.65,0.504,18.206278,0.14236,0.03926,0.1833,0.13816,11.123287,1.4933058,25.973
2609.TW,3.08,1.665,38.923077,0.034730002,0.00638,0.087519996,0.17889999,24.642859,0.91392934,42.23
2610.TW,1.4,0.751,25.212767,0.12271,0.02567,0.13748999,0.07919,16.928572,1.8548955,31.566
2611.TW,3.56,1.029,nan,0.2207,-0.00368,0.27954,0.0152900005,9.705056,1.9751885,3.465
2612.TW,1.43,1.065,12.292747,0.0239,0.01049,0.21169001,0.10836001,33.18182,0.7774101,20.767
2613.TW,1.09,0.811,nan,0.04982,0.01854,0.15720001,0.078439996,41.100914,1.968971,23.441
2614.TW,-1.06,0.588,nan,-0.09273,0.00187,0.30103,0.06482,nan,1.7668163,19.593
2615.TW,0.33,1.523,118.33334,0.00434,-0.00488,0.036510002,0.07141,279.69696,1.1894944,36.448
2616.TW,0.26,0.148,nan,0.01049,-0.0037599998,0.07301,0.0014200001,95.76923,0.69796777,118.323
2617.TW,4.45,0.853,12.031746,0.11512999,0.03463,0.38502,0.38337,8.516854,0.95830494,9.782
2618.TW,4.03,0.934,13.813868,0.22591999,0.05623,0.21393,0.12818,9.392058,2.043626,38.559
2630.TW,0.18,0.612,56.666664,0.03553,0.01523,0.07611,0.04177,217.2222,2.4297788,25.68
2633.TW,1.39,0.363,25.818968,0.10927,0.03292,0.44779998,0.44002998,21.546762,2.295195,9.069
2634.TW,2.63,0.343,14.900285,0.14482,0.04085,0.11359999,0.072680004,19.885931,2.7422397,42.187
2636.TW,10.82,1.111,10.371517,0.17837,0.02935,0.18636999,0.046230003,9.288355,1.5848485,116.172
2637.TW,4.21,1.002,9.150327,0.102819994,0.031070001,0.26236,0.3082,16.627079,34.51676,0.773
2642.TW,1.13,0.717,52.01389,0.04597,0.0168,0.13552,0.01883,33.141594,1.6072272,44.016
2645.TW,5.45,0.256,19.824562,0.17528,0.05638,0.18613,0.15475,20.733946,3.582184,40.485
2701.TW,0.54,0.267,nan,0.02928,0.014199999,0.79455,0.4682,24.444443,0.7125122,0.752
2702.TW,0.7,0.691,nan,0.03402,0.00518,0.82191,-0.01812,27.5,0.91418535,9.207
2704.TW,5.09,0.167,70.660385,0.07095,-0.00464,0.27235,0.06696,14.715128,0.73848397,3.395
2705.TW,-0.25,0.39,nan,-0.00988,0.00254,0.32992,-0.03206,nan,0.8189894,11.692
2706.TW,0.59,0.367,nan,0.029679999,0.0128999995,0.76835996,0.67899,26.864408,0.78934264,0.693
2707.TW,11.55,0.562,17.041801,0.39955002,0.10901,0.37333,0.28726998,18.354979,7.450622,53.166
2712.TW,0.25,-0.038,nan,0.0396,0.01954,0.30042,-0.030280001,123.2,2.5713809,6.249
2722.TW,0.71,0.276,nan,0.03205,0.01022,0.43054,-0.08023,82.11268,3.48226,6.192
2723.TW,3.71,0.757,13.707165,0.06001,0.03351,0.59149,0.06601,23.719677,1.3978461,110.407
2727.TW,15.68,0.388,14.531723,0.33597,0.06716,0.46857,0.06474,15.33801,5.634562,271.676
2731.TW,17.48,0.651,12.323944,0.54636,0.0736,0.15067,0.050430004,9.010298,3.9374015,234.957
2739.TW,5.44,0.269,12.978304,0.45893002,0.022780001,0.39106998,0.1278,12.095589,4.741659,54.541
2748.TW,3.25,0.374,16.06818,0.13121,0.04658,0.33764,0.19740999,21.753845,2.696415,23.69
2753.TW,8.69,-0.077,13.801863,0.17572,0.07245,0.34841,0.091230005,18.757193,3.3548067,113.549
2762.TW,nan,nan,15.650684,0.10476,0.017970001,0.16408001,0.06052,nan,nan,93.331
2801.TW,1.22,0.393,nan,0.072399996,0.00463,nan,0.50206,14.999999,1.0226892,3.317
2809.TW,6.65,0.642,13.438735,0.15293,0.019170001,nan,0.76514,10.225564,1.4399458,10.014
2812.TW,1.42,0.333,nan,0.09901,0.00875,nan,0.5636,13.06338,1.228314,3.164
2816.TW,6.29,0.266,nan,0.24174,0.04859,0.35474,0.16306,5.5961847,1.2059338,47.979
2820.TW,0.9,0.234,nan,0.050219998,0.0054900004,1.0,0.76507,17.5,0.83258444,1.461
2832.TW,3.12,0.225,nan,0.10191,0.03499,0.41112998,0.23101999,8.75,0.83711517,19.075
2834.TW,1.21,0.448,21.117647,0.08542,0.0046200003,nan,0.47274,14.834711,1.1957102,3.328
2836.TW,0.63,0.245,nan,0.039809998,0.00273,nan,0.27121,18.571428,0.8478875,3.12
2838.TW,1.04,0.315,nan,0.0646,0.00484,nan,0.20323999,15.769231,0.93287826,4.581
2845.TW,1.11,0.422,nan,0.07819,0.0058099995,nan,0.41916,14.909909,1.1127546,3.14
2849.TW,1.02,0.379,nan,0.06028,0.0058,nan,0.29728,14.460785,0.8563632,2.86
2850.TW,10.57,0.395,nan,0.19477,0.04992,0.3753,0.16709,9.224219,1.6700352,63.917
2851.TW,3.14,0.505,nan,0.11594,0.029560002,0.14441,0.22983,8.423567,1.1110644,27.421
2852.TW,2.7,0.255,nan,0.10019,0.03086,0.3493,0.15517001,9.37037,0.9063877,25.089
2855.TW,2.84,0.788,nan,0.0933,0.02454,0.90791,0.22529,10.545775,1.3604361,5.834
2867.TW,-0.81,0.642,nan,-0.08527,-0.01427,-0.35537997,-1.35797,nan,0.8273423,17.733
2880.TW,1.62,0.457,16.63522,0.1084,0.0056800004,nan,0.45189998,16.327162,1.6594517,4.321
2881.TW,6.07,0.726,11.464129,0.09996,0.0064600003,0.32497,-0.0994,12.899506,1.1574451,50.039
2882.TW,5.36,0.629,10.470384,0.1043,-0.00046,0.12672,-0.42854,11.212686,1.042733,51.973
2883.TW,1.41,0.68,9.230769,0.09033,0.00642,nan,0.53506,11.06383,0.9554726,3.623
2884.TW,1.4,0.504,18.407642,0.09747,0.0061299996,nan,0.45206,20.642857,1.8444061,4.185
2885.TW,2.37,0.753,13.185329,0.105170004,0.00503,0.50312,0.15529001,14.409284,1.4477087,12.337
2886.TW,2.4,0.509,16.666666,0.10461,0.00786,nan,0.43374002,16.666666,1.6737102,4.854
2887.TW,1.0,0.606,14.06015,0.06729,0.00477,nan,0.41456002,18.7,1.1081482,4.131
2888.TW,0.29,0.65,12.589744,0.0198,-0.0086,-0.17073,-1.96961,33.86207,0.5895065,14.121
2889.TW,0.58,0.432,18.928572,0.05506,0.00682,0.99249,0.45733002,27.413794,1.2879708,2.097
2890.TW,1.78,0.466,13.858695,0.11823,0.0078799995,nan,0.50555,14.325843,1.6006528,4.471
2891.TW,3.23,0.663,11.539634,0.14724,0.01041,0.60416,0.29293,11.718266,1.5977205,21.707
2892.TW,1.68,0.434,16.86747,0.09215,0.00519,nan,0.47989,16.666668,1.4704338,4.584
2897.TW,0.86,0.435,nan,0.061550003,0.0057300003,nan,0.54368,12.267442,0.74233043,3.31
2901.TW,0.46,0.084,nan,0.03756,0.01815,0.84605,0.21521,60.43478,2.2843056,1.875
2903.TW,1.8,0.316,30.863636,0.08727,0.02408,0.56053,0.138,18.861113,1.487991,25.74
2904.TW,0.83,0.402,nan,0.0537,0.0184,0.28147,0.19883,23.072289,1.2410084,5.578
2905.TW,-1.03,0.538,nan,-0.053200003,-0.0135699995,-0.16611,-0.80146,nan,0.9436095,113.158
2906.TW,0.6,0.83,nan,0.056550004,0.02604,0.3018,0.05143,34.833332,1.3096058,39.268
2908.TW,0.46,0.264,11.452515,0.03664,0.0070700003,0.2492,0.024260001,44.565216,1.5629765,72.203
2910.TW,1.14,0.638,nan,0.07816,0.02202,0.58087003,0.34969002,24.078949,1.8244053,3.994
2911.TW,-5.04,0.413,-10.0,-0.45490003,-0.08286,0.41083,-0.109689996,nan,1.2310437,21.199
2912.TW,10.31,0.111,22.394136,0.25333,0.03554,0.34036,0.04504,26.673132,6.7998614,310.342
2913.TW,-0.34,0.751,nan,-0.02098,-0.00322,0.385,-0.2989,nan,1.378923,0.475
2915.TW,11.32,0.414,8.17527,0.121759996,0.00024000001,0.35214,0.01359,6.015901,0.70498353,2.523
2923.TW,0.47,0.834,53.333332,0.016280001,0.034879997,0.58178,0.56363,68.085106,1.1052014,7.063
2929.TW,-0.64,0.767,0.75395566,-0.024030002,-0.0018799999,0.16439,-0.03491,nan,0.36520407,21.131
2939.TW,-0.75,-0.177,nan,-0.03751,-0.07739,0.22908,-0.27645,nan,1.268814,8.145
2945.TW,1.5,0.559,nan,0.054629996,0.016239999,0.26255,0.01191,29.066666,1.5700961,208.952
3002.TW,0.25,0.345,nan,0.01426,-0.00774,0.21301001,-0.049650002,63.4,1.2053232,6.052
3003.TW,3.57,1.005,19.326683,0.09237,0.04718,0.29629,0.12566,21.708683,1.9491953,26.584
3004.TW,6.28,0.556,nan,0.15956001,0.04621,0.26766002,0.14561,16.48089,2.3914602,59.797
3005.TW,6.56,0.634,14.535585,0.20199,0.06864,0.29207,0.14231,18.368902,3.6179667,58.043
3006.TW,-3.25,1.327,99.51923,-0.08636,-0.051370002,0.02849,-0.08126,nan,2.8806012,44.552
3008.TW,153.88,0.868,15.442752,0.12922,0.05849,0.48634,0.35009998,16.863789,2.0621243,382.26
3010.TW,8.67,0.515,13.613101,0.12538,0.03636,0.082600005,0.03237,15.340254,1.6709592,293.724
3011.TW,-1.19,0.604,nan,-0.14069,-0.05232,0.13789,-0.12279,nan,3.913656,10.168
3013.TW,1.53,0.924,16.755219,0.09378,0.02392,0.12911001,0.04366,57.71242,5.086699,32.578
3014.TW,10.1,0.912,38.828632,0.25685,0.14071,0.54107,0.27304,17.72277,4.2443213,40.152
3015.TW,3.34,0.698,nan,0.04638,0.01039,0.18608999,-0.00195,19.071857,0.841524,66.491
3016.TW,0.6,0.612,58.77193,0.040960003,0.01956,0.119799994,0.0346,111.666664,4.032986,15.803
3017.TW,14.84,0.745,25.479261,0.30150998,0.07399,0.21420999,0.12639,49.25876,13.035183,163.39
3018.TW,-3.44,0.663,1.7466518,-1.89866,-0.08871,-0.03046,-0.24182,nan,10.726524,7.003
3019.TW,3.07,1.155,25.294119,0.08266,0.0272,0.17527,0.02458,22.410425,1.4944826,65.472
3021.TW,1.35,0.059,14.415204,0.08612,0.04125,0.18882,0.058769997,18.259258,1.5019497,31.428
3022.TW,8.29,1.24,12.273402,0.14465,0.04718,0.38171002,0.13475999,9.963812,1.3778838,40.365
3023.TW,13.65,0.552,17.255842,0.20705,0.06407,0.25571,0.111949995,21.098902,4.6405954,134.784
3024.TW,0.38,0.723,nan,0.03678,0.0127799995,0.28249002,0.066939995,54.078945,1.9887737,5.25
3025.TW,2.99,1.165,nan,0.21666999,0.09437,0.70652,0.17292999,25.652172,4.951901,9.185
3026.TW,4.16,0.677,11.954436,0.05421,0.022030002,0.16562,0.054780003,23.966347,1.7984703,76.328
3027.TW,1.12,1.479,17.566963,0.077659994,0.0049799997,0.21021,0.03404,35.133926,2.030234,18.045
3028.TW,1.79,0.512,nan,0.07914,0.023570001,0.06692,0.01289,20.027933,1.5035858,148.467
3029.TW,4.6,0.464,nan,0.1712,0.06061,0.12325,0.0643,18.891306,3.564251,92.265
3030.TW,5.01,0.292,nan,0.15597999,0.08859,0.5905,0.32529,33.433132,5.165608,20.231
3031.TW,1.0,0.495,37.203392,0.058390003,0.01101,0.27385,0.09475,21.95,1.3178434,6.236
3032.TW,5.9,0.57,nan,0.18921,0.063260004,0.22943,0.08113,12.254237,2.5158327,74.042
3033.TW,1.61,0.661,nan,0.08492,0.03396,0.06163,0.026300002,23.881989,1.791789,170.589
3034.TW,38.5,1.02,14.945587,0.32799998,0.1512,0.41666,0.21059,16.051949,5.215938,182.101
3035.TW,5.45,1.111,29.855467,0.11419,0.06324,0.44747,0.12275,60.642204,6.328508,45.373
3036.TW,4.9,0.25,8.428982,0.06631,0.022780001,0.02868,0.01355,23.979591,1.4383293,727.894
3037.TW,6.69,1.55,12.721088,0.10614,0.021300001,0.18417999,0.05978,27.952168,3.0127761,68.342
3038.TW,2.97,0.312,11.436171,0.18898001,0.06062,0.23435,0.07093,10.858585,1.923421,28.289
3040.TW,1.06,0.459,nan,0.04476,0.025729999,0.68767,0.31463,34.245285,1.532098,2.435
3041.TW,-8.81,1.264,23.505154,-0.73426,-0.12561,0.20663,-0.25511,nan,2.9862473,7.483
3042.TW,6.09,0.836,14.348926,0.15371999,0.06366,0.35965002,0.16911,18.63711,2.7630363,36.499
3043.TW,nan,0.563,nan,0.00832,0.017070001,0.22304001,-0.04143,Infinity,1.9246043,29.453
3044.TW,12.81,0.739,12.383562,0.15066,0.060949996,0.20974001,0.13987,17.642466,2.539069,113.999
3045.TW,4.34,0.119,23.348019,0.16867,0.052010003,0.18913001,0.096429996,24.423962,3.6498864,65.289
3046.TW,3.37,0.432,68.10526,0.23818001,0.042069998,0.07042,0.03959,19.198812,3.824781,80.393
3047.TW,-0.46,1.099,nan,-0.10902,-0.0345,0.23096001,-0.21474001,nan,2.3823807,19.226
3048.TW,0.31,0.49,37.70642,0.015829999,0.03209,0.030720001,0.013350001,132.58064,2.0982234,399.119
3049.TW,-1.2,0.602,27.806452,-0.10325,-0.05009,-0.73811996,-0.98706,nan,0.80583346,1.521
3050.TW,0.71,0.685,nan,0.04393,0.011039999,0.38372,0.02342,29.788733,1.306927,7.962
3051.TW,1.69,1.318,nan,0.11342,0.041869998,0.32009998,0.19599001,19.08284,2.1288533,11.36
3052.TW,1.06,0.622,nan,0.06336,0.01302,0.11054,0.0708,12.500001,0.796657,17.595
3054.TW,-0.25,0.013,nan,-0.02587,-0.02794,0.29264998,-0.13078,nan,2.1866667,0.824
3055.TW,-2.3,0.278,-55.722893,-0.104090005,-0.024489999,0.21701999,-0.13779001,nan,4.4300766,10.441
3056.TW,0.72,0.662,11.282895,0.03691,0.00735,0.42369,-2.40305,47.638885,1.7502679,4.203
3057.TW,-1.43,1.256,36.125,-0.16663,-0.06159,0.34498,-0.10922,nan,1.8212755,6.181
3058.TW,-0.44,0.639,nan,-0.041160002,-0.01312,0.14852999,-0.07535,nan,1.9598516,22.251
3059.TW,1.29,0.806,nan,0.047909997,0.014989999,0.28906,0.050219998,30.581396,1.2197762,30.521
3060.TW,-0.62,0.963,nan,-0.03763,-0.0162,0.11229999,-0.02066,nan,1.7715691,21.079
3062.TW,-0.6,0.71,nan,-0.04007,-0.042480003,0.00107,-0.19018,nan,2.3509133,10.985
3090.TW,3.84,0.552,16.955446,0.13,0.06256,0.15915,0.101560004,17.838543,2.4703379,52.476
3092.TW,-1.28,1.097,nan,-0.04397,-0.0225,0.14907,-0.14717,nan,1.5453961,19.739
3094.TW,0.45,0.547,nan,0.03674,-0.00184,0.67227995,-0.24610001,69.55556,2.6137786,2.57
3130.TW,13.35,0.199,23.267326,0.2557,0.094680004,0.86683,0.18224001,17.602995,4.4597106,71.154
3138.TW,3.62,1.228,nan,0.09688,0.03299,0.42555,0.02365,35.49724,3.2191799,36.444
3149.TW,-0.69,1.284,-19.02098,-0.07297,-0.0272,0.04137,-0.09957,nan,2.8625553,12.992
3164.TW,0.68,0.358,nan,0.03388,0.012990001,0.66807,0.25952,35.147057,1.5676242,4.104
3167.TW,0.26,0.598,12.709251,0.00865,-0.010319999,0.25209,-0.14365,221.92308,2.2368677,17.383
3168.TW,nan,0.531,nan,0.1153,nan,0.23823,0.09349,nan,nan,53.389
3189.TW,0.13,1.055,12.833787,0.036170002,0.00906,0.26107,0.04593,724.6154,1.3638732,59.638
3209.TW,2.5,0.582,14.715447,0.13109,0.03089,0.04512,0.02579,14.4800005,1.842333,222.61
3229.TW,-0.54,0.27,nan,-0.03613,-0.02694,0.04445,-0.03165,nan,2.7731788,13.644
3231.TW,5.14,0.839,13.154831,0.17141001,0.041840002,0.07979,0.0295,21.984436,2.870935,317.123
3257.TW,3.51,0.824,37.8125,0.19354999,0.10317001,0.48494998,0.22703,17.236467,3.2586448,13.826
3266.TW,2.33,0.552,nan,0.13092,0.04066,0.29567,0.14974,10.472103,1.3969998,13.713
3296.TW,-0.41,0.395,nan,-0.03316,-0.02538,0.20916,-0.025090002,nan,2.1173177,15.652
3305.TW,2.2,1.014,24.582045,0.06063,0.03145,0.1441,0.07317,36.090908,2.142703,46.441
3308.TW,1.78,0.437,nan,0.049310002,-0.0017299999,0.31774,-1.37992,16.601124,1.723434,6.82
3311.TW,1.81,0.578,-55.704227,0.046680003,0.01403,0.15067,0.02113,21.850828,1.0000505,31.629
3312.TW,2.18,0.661,nan,0.120699994,0.03156,0.055019997,0.01711,32.614677,4.088086,98.308
3321.TW,-2.97,1.198,nan,-0.38638002,-0.081190005,0.02001,-0.12638,nan,3.1696706,22.007
3338.TW,3.25,0.524,24.249292,0.14686,0.046669997,0.20691,0.05409,26.33846,3.761976,43.917
3346.TW,2.65,1.044,10.154762,0.100889996,0.02409,0.13979,0.011039999,16.09434,1.4513714,78.138
3356.TW,4.76,0.972,255.0,0.22507,0.041220002,0.48771998,0.13289,15.0,3.191632,14.517
3376.TW,5.29,0.482,28.58911,0.06231,0.0301,0.1825,0.09,43.667297,2.715315,59.0
3380.TW,0.81,0.835,16.19266,0.04165,0.01487,0.18837999,0.01874,43.580246,1.9661356,47.226
3406.TW,34.77,1.392,16.805628,0.19767,0.073020004,0.35611,0.2192,18.550474,3.4320924,209.178
3413.TW,19.62,1.294,13.466283,0.19458,0.06255,0.2589,0.14513,16.69215,2.6666558,132.837
3416.TW,6.61,0.246,14.883269,0.19318001,0.088999994,0.40484002,0.21691,23.146748,4.0829396,34.344
3419.TW,-1.02,0.875,34.716984,-0.09187,-0.06204,0.15541,-0.15611,nan,1.7185019,11.242
3432.TW,-9.91,0.979,nan,-0.06913,-0.04231,0.17867,-1.05435,nan,4.031263,0.483
3437.TW,-0.64,1.556,nan,-0.05964,-0.03241,0.20241,-0.14844,nan,1.682791,14.18
3443.TW,23.96,1.138,42.436867,0.33438,0.10416,0.29843,0.12397,68.03005,21.08122,189.553
3447.TW,-1.93,0.886,nan,-0.13045,-0.040599998,0.05017,-0.092130005,nan,2.3593726,27.779
3450.TW,0.06,0.767,22.889307,0.03876,0.01388,0.15594,0.066589996,2033.3334,4.5694594,37.217
3454.TW,4.12,0.969,23.127037,0.10257,0.03422,0.2762,-0.01161,34.46602,3.450622,96.109
3481.TW,-1.64,1.261,28.88889,-0.06279,-0.02184,0.03904,-0.062800005,nan,0.64983755,23.292
3494.TW,-1.53,0.718,nan,-0.42507,-0.06876,0.02417,-0.24451,nan,2.4363115,5.035
3501.TW,5.07,0.387,11.255606,0.0947,0.04686,0.24283001,0.12985,14.852071,1.3688172,45.753
3504.TW,-3.78,1.31,249.6,-0.14328,-0.04652,0.09867,-0.20236999,nan,2.5473547,24.907
3515.TW,9.03,0.877,17.536455,0.14671,0.0559,0.21030001,0.06061,25.30454,3.576012,160.517
3518.TW,-1.22,1.614,nan,-0.07695,-0.02858,0.25253,-0.41070998,nan,2.1784887,4.508
3528.TW,2.72,0.139,13.887324,0.06508,0.032309998,0.11806,0.06776,18.125,1.8696905,85.798
3530.TW,-1.79,1.019,30.21978,-0.05718,-0.04537,0.06666,-0.1719,nan,3.5787487,20.552
3532.TW,7.63,0.835,18.815514,0.12651,0.04921,0.30492002,0.12678,23.525557,2.914576,36.464
3533.TW,52.04,0.39,19.12445,0.21821,0.118769996,0.48334,0.3198,32.5711,6.165587,225.503
3535.TW,-0.54,0.584,182.72728,-0.03647,-0.017380001,0.51812,-0.45082,nan,2.9039948,4.217
3543.TW,0.78,0.322,nan,0.01344,0.0063899998,0.17111,-0.032449998,29.102566,0.7200406,37.228
3545.TW,1.98,0.829,38.922417,0.04443,0.00315,0.20809,0.00223,45.60606,2.0267541,66.509
