stock_code,EPS,Beta,PE_Ratio,ROE,ROA,Gross_margin,Operating_margin,Trailing_PE_Ratio,PB_Ratio,Revenue_per_share,Normalized_ROE,Normalized_EPS,Normalized_Gross_margin,Normalized_Revenue_per_share,Normalized_PB_Ratio,Normalized_PE_Ratio,Normalized_Operating_margin,Buffet_Score,Graham_Score,OShaughnessy_Score,Lynch_Score,Murphy_Score
6196.TW,11.65,1.375,13.66279,0.19513,0.031240001,0.087749995,0.01559,14.1201725,2.8272378,286.88,0.2762941833113397,0.07552811179720507,0.22221075548907343,0.21091870134465676,0.04978873165358961,0.5268860972341263,0.9454605693123229,0.16465363786372678,0.25795579883709563,0.2131340871230917,0.3691642113832468,0.7242198552789846
6243.TW,1.64,1.237,-39.625,0.08999,0.01638,0.3456,-0.025829999,38.65854,3.3900118,19.176,0.15021645042928483,0.010464738381540464,0.4438799195337082,0.013566731540457653,0.06144378594515012,0.49310619994524757,0.9417008569639096,0.11244520481084364,0.23917553506734657,0.14976303215484485,0.31916910542838894,0.6447027902696596
6278.TW,9.86,1.242,13.208555,0.15408,0.03666,0.1184,0.055609997,12.525355,1.8025776,164.202,0.2270694264651503,0.06389340266493337,0.2485600316363199,0.12048021349374853,0.028568010260274987,0.5265981511278041,0.949093202835669,0.13917859291905596,0.24707458401174964,0.20049456888477557,0.3518868717046228,0.6961668637324008
6415.TW,1.55,1.628,40.077522,0.01709,-0.00393,0.44467,0.01904,333.5484,6.2723684,41.423,0.06279903814945037,0.009879753006174847,0.5290486752291055,0.029967268223637652,0.12113741546719227,0.5436307761535046,0.9457737273981555,0.09807602201970089,0.2863314636332131,0.15328829143963107,0.3530806649955756,0.5934883934304805
6443.TW,0.71,1.231,12.857142,0.0533,0.03871,0.16538,0.02548,39.295776,1.8657215,14.481,0.10621995033947515,0.004419889502762431,0.28894792042777806,0.01010556735079028,0.029875720962405622,0.5263753853676557,0.9463582891583762,0.07605113367543972,0.23904082638300905,0.1498994604542682,0.3287393140801174,0.6204571176263013
6491.TW,24.3,1.442,15.157794,0.23306,0.11292,0.55247,0.34300998,19.567902,3.8436046,94.649,0.3217776188089271,0.15775105622359445,0.621722460067743,0.06920559094125973,0.07083769666288219,0.52783380179396,0.9751806313993173,0.24129329638226216,0.2791332301729542,0.2705170105071042,0.365609672086373,0.7695500303587535
6531.TW,10.73,2.487,31.078905,0.17063,0.04335,0.42558,0.14125,35.973907,5.8917804,26.228,0.24691521759315113,0.06954826129346767,0.5126373342961779,0.01876548124557679,0.11325543477384747,0.5379264232801361,0.9568667852734005,0.16406090432373913,0.28903499090077384,0.20910066085920095,0.3466242773860109,0.7128978410265516
6719.TW,2.26,1.475,32.216217,0.02199,0.0046200003,0.30044,0.055180002,131.85841,2.9756854,38.954,0.06867483129308807,0.01449463763405915,0.4050566530836815,0.028147116065109695,0.05286308270294843,0.5386473817313199,0.9490541719918668,0.08772781226512577,0.25559266877443443,0.15555595771048192,0.34695623893259336,0.5990163946737491
6781.TW,21.22,2.199,16.810345,0.13397999,0.059299998,0.37780997,0.22475,29.406221,3.8726492,110.255,0.20296667117024225,0.13773155671108225,0.47157027045614763,0.08071036801132343,0.07143921057410883,0.5288813776653676,0.9644461186551447,0.17967430905068657,0.2769792435734532,0.2455956719474482,0.3570287105905525,0.6903961451884314
6789.TW,1.46,1.778,37.3822,0.02728,0.00966,0.16219,0.09656999,244.52054,6.727852,24.518,0.07501828960530102,0.00929476763080923,0.28620553291724693,0.01750486553432413,0.13057048466888857,0.5419221727319617,0.9528111602280153,0.05955058378442879,0.28955857525644707,0.15375367911916618,0.3290155137726517,0.60511080400777
6799.TW,5.22,1.234,25.68659,0.17542,0.097229995,0.45582,0.1449,30.459772,5.0154567,25.349,0.25265910517642143,0.03373415664608385,0.5386341362768866,0.018117480537862704,0.09510676354795362,0.5345081571660923,0.9571980974511654,0.16076412784184482,0.27467356600276543,0.18600552309152837,0.3483896512172278,0.7166144068785255
6830.TW,4.59,1.265,17.639593,0.083330005,0.04566,0.35403,0.041220002,30.283224,2.532153,40.773,0.1422301743154764,0.02963925901852454,0.4511270438953939,0.02948808681292758,0.04367752295415738,0.5294070499116178,0.9477870163749909,0.12142494800241121,0.24985949804401836,0.17051754823780138,0.3464660380915717,0.6433769640990947
8046.TW,5.17,1.42,18.127306,0.07468,0.01915,0.11093,-0.111820005,38.007736,2.8274195,56.909,0.13185759470906172,0.033409164770880725,0.24213820257560908,0.04138358103326256,0.049792494662123724,0.5297162182041375,0.9338955045929851,0.08750571259627873,0.2531516039802384,0.1719128272872185,0.33234045167378085,0.6288649591707602
8105.TW,0.56,1.23,29.649122,0.03153,0.00045000002,0.08292,-0.03387,30.17857,0.9370668,19.672,0.08011464080131334,0.003444913877153072,0.2180584928044566,0.013932383816937958,0.010643274284675605,0.5370200632512179,0.9409710623774598,0.059598028025802746,0.2352207846609291,0.14929469536943357,0.332219959696916,0.6012881171424587
8478.TW,22.7,1.31,15.291069,0.33571,0.11525,0.46483,0.2944,16.894272,5.067456,74.553,0.4448694894608477,0.1473513162170946,0.546379876549578,0.05439077612644491,0.09618366948998923,0.5279182867352792,0.9707682811705758,0.25580404591477396,0.2885466015255728,0.27680191744056265,0.35361966784835325,0.8424407983282857
